1,[A.8],Difusión de software dañino,2,9.4.5,Gestión de privilegios de acceso,2
1,[A.12],Difusión de software dañino,2,9.8.4,Responsabilidades y procedimientos,2
2,[A.25],Robo,4,5.4.6,Asegurar los servicios de aplicaciones en redes públicas,4
3,[A.5],Suplantación de la identidad del usuario,5,4.5.9,Inventario de activos,5
4,[A.7],Uso no previsto,9,2.5.4,Protección de la información de registros,9
5,[A.23],Manipulación de los equipos,4,6.9.7,Control de acceso al código fuente de los programas,4
6,[A.9],[Re-]encaminamiento de mensajes,6,1.5.9,Manipulado de la información,6
7,[A.9],Indisponibilidad del personal,2,6.9.7,Revisión técnica de las aplicaciones tras efectuar cambios en el sistema operativo,2
8,[A.19],Divulgación de información,3,2.3.4,Evaluación y decisión sobre los eventos de seguridad de información,3
8,[A.7],Divulgación de información,3,6.9.4,Mensajería electrónica,3
9,[A.22],Manipulación de programas,6,7.9.8,Aprendizaje de los incidentes de seguridad de la información,6
10,[E.7],Deficiencias en la organización,4,5.4.8,Responsabilidades de gestión,4
11,[A.28],Indisponibilidad del personal,7,2.3.4,Seguridad de los servicios de red,7
12,[A.15],Modificación deliberada de la información,9,6.7.8,Cumplimiento de las políticas y normas de seguridad,9
13,[A.15],Modificación deliberada de la información,8,4.6.9,Provisión de acceso de usuario,8
14,[A.10],Alteración de secuencia,5,1.2.3,Uso de utilidades con privilegios del sistema,5
14,[E.28],Alteración de secuencia,5,7.8.9,Pruebas de aceptación de sistemas,5
15,[A.24],Denegación de servicio,1,4.6.9,Uso de la información secreta de autenticación,1
16,[A.26],Ataque destructivo,3,2.4.6,Notificación de los eventos de seguridad de la información,3
17,[A.25],Robo,5,8.9.7,Pruebas de aceptación de sistemas,5
18,[I.10],Degradación de los soportes de almacenamiento de la información,4,6.1.3,Protección y privacidad de la información de carácter personal,4
19,[A.28],Indisponibilidad del personal,9,7.5.6,Seguridad de los servicios de red,9
19,[A.22],Indisponibilidad del personal,9,4.8.9,Externalización del desarrollo de software,9
20,[I.10],Análisis de tráfico,8,6.1.3,Protección y privacidad de la información de carácter personal,8
