1,[E.24],Caída del sistema por agotamiento de recursos,2,11.1.2,Controles físicos de entrada,22
2,[A.8],Difusión de software dañino,4,13.2.4,Acuerdos de confidencialidad o no revelación,3
3,[E.15],Alteración accidental de la información,4,18.1.1,Identificación de la legislación aplicable y de los requisitos contractuales,9
4,[E.7],Deficiencias en la organización,0,16.1.2,Notificación de los eventos de seguridad de la información,45
5,[E.18],Destrucción de información,0,8.3.1,Gestión de soportes extraíbles,46
5,[E.18],Destrucción de información,0,10.1.1,Política de uso de los controles criptográficos,46
6,[E.20],Vulnerabilidades de los programas (software),4,11.1.1,Perímetro de seguridad física,22
7,[E.21],Errores de mantenimiento / actualización de programas (software),0,12.4.2,Protección de la información de registros,34
8,[A.8],Difusión de software dañino,1,13.2.3,Mensajería electrónica,46
9,[E.20],Vulnerabilidades de los programas (software),0,14.2.5,Principios de ingeniería de sistemas seguros,28
10,[E.2],Errores del administrador,4,11.2.7,Reutilización o eliminación segura de equipos,7
11,[A.29],Extorsión,2,12.1.3,Gestión de capacidades,29
11,[A.29],Extorsión,2,7.1.2,Términos y condiciones del empleo,29
12,[E.7],Deficiencias en la organización,3,11.1.5,El trabajo en áreas seguras,17
13,[E.2],Errores del administrador,0,8.1.4,Devolución de activos,28
14,[E.15],Alteración accidental de la información,1,13.2.2,Acuerdos de intercambio de información,42
15,[I.10],Degradación de los soportes de almacenamiento de la información,2,6.1.3,Contacto con las autoridades,31
15,[I.10],Degradación de los soportes de almacenamiento de la información,2,12.4.2,Protección de la información de registros,31
16,[E.8],Difusión de software dañino,0,18.1.5,Regulación de los controles criptográficos,33
17,[E.23],Errores de mantenimiento / actualización de equipos (hardware),2,6.1.4,Contacto con grupos de especial interés,40
18,[E.3],Errores de monitorización (log),0,12.6.1,Gestión de las vulnerabilidades técnicas,1
19,[A.24],Denegación de servicio,3,17.1.2,Implementar la continuidad de la seguridad de la información,45
20,[E.20],Vulnerabilidades de los programas (software),2,10.1.2,Gestión de claves,3
21,[E.10],Errores de secuencia,2,18.2.2,Cumplimiento de las políticas y normas de seguridad,10
22,[A.8],Difusión de software dañino,1,11.2.3,Seguridad del cableado,31
23,[A.15],Modificación deliberada de la información,4,8.1.2,Propiedad de los activos,22
24,[E.20],Vulnerabilidades de los programas (software),2,9.4.2,Procedimientos seguros de inicio de sesión,37
25,[A.15],Modificación deliberada de la información,2,15.1.3,Cadena de suministro de tecnología de la información y de las comunicaciones,15
26,[A.12],Análisis de tráfico,3,11.1.1,Perímetro de seguridad física,20
27,[E.9],Errores de [re-]encaminamiento,1,8.1.4,Devolución de activos,26
28,[E.20],Vulnerabilidades de los programas (software),2,14.2.7,Externalización del desarrollo de software,1
29,[A.30],Ingeniería social (picaresca),2,13.2.3,Mensajería electrónica,10
30,[E.24],Caída del sistema por agotamiento de recursos,1,13.2.1,Políticas y procedimientos de intercambio de información,2
30,[E.24],Caída del sistema por agotamiento de recursos,1,15.2.1,Control y revisión de la provisión de servicios del proveedor,2
31,[E.2],Errores del administrador,4,11.1.6,Áreas de carga y descarga,10
32,[A.28],Indisponibilidad del personal,3,7.2.2,Concienciación educación y capacitación en seguridad de la información,44
33,[E.15],Alteración accidental de la información,1,9.4.3,Sistema de gestión de contraseñas,41
33,[E.15],Alteración accidental de la información,1,11.1.6,Áreas de carga y descarga,41
34,[A.19],Divulgación de información,2,9.2.5,Revisión de los derechos de acceso de usuario,11
35,[A.24],Denegación de servicio,2,15.1.1,Política de seguridad de la información en las relaciones con los proveedores,28
35,[A.24],Denegación de servicio,2,9.3.1,Uso de la información secreta de autenticación,28
36,[A.5],Suplantación de la identidad del usuario,1,6.1.4,Contacto con grupos de especial interés,39
37,[A.23],Manipulación de los equipos,2,14.2.2,Procedimientos de control de cambios en sistemas,1
37,[A.23],Manipulación de los equipos,2,8.2.1,Clasificación de la información,1
38,[E.28],Indisponibilidad del personal,0,12.3.1,Copias de seguridad de la información,32
38,[E.28],Indisponibilidad del personal,0,6.2.2,Teletrabajo,32
39,[A.5],Suplantación de la identidad del usuario,2,8.3.2,Eliminación de soportes,19
40,[E.10],Errores de secuencia,2,11.2.4,Mantenimiento de los equipos,41
41,[E.23],Errores de mantenimiento / actualización de equipos (hardware),3,9.2.6,Retirada o reasignación de los derechos de acceso,41
42,[A.22],Manipulación de programas,1,18.2.1,Revisión independiente de la seguridad de la información,34
43,[A.8],Difusión de software dañino,1,12.1.1,Documentación de los procedimientos de operación,31
44,[E.9],Errores de [re-]encaminamiento,2,9.1.1,Política de control de acceso,31
45,[A.24],Denegación de servicio,4,16.1.5,Evaluación y decisión sobre los eventos de seguridad de información,9
46,[E.21],Errores de mantenimiento / actualización de programas (software),4,16.1.2,Notificación de los eventos de seguridad de la información,16
47,[A.12],Análisis de tráfico,0,6.1.4,Contacto con grupos de especial interés,43
48,[E.23],Errores de mantenimiento / actualización de equipos (hardware),4,6.1.2,Segregación de tareas,17
49,[A.4],Manipulación de la configuración,1,13.2.2,Acuerdos de intercambio de información,2
50,[E.8],Difusión de software dañino,2,9.2.2,Provisión de acceso de usuario,39
